OBJECTID,ALTERNATE,ROUTENAME,COMMENTS,ALTERNATEFREQUENCYCOMMENT,ROUTENO,BUSROUTE,SHAPE_Length,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,FREQUENTNETWORKFLAG
1,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,464.252520826503,,,CCARRELLI,2018-05-10T16:57:48.000Z,YES
2,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,270.250311255432,,,CCARRELLI,2018-05-10T17:05:14.000Z,NO
3,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,495.673062374074,,,CCARRELLI,2018-05-10T16:55:38.000Z,YES
4,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,273.604113837334,,,CCARRELLI,2018-05-10T17:00:36.000Z,NO
5,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,242.817864783268,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
6,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,104.309401430552,,,CCARRELLI,2018-05-10T16:55:30.000Z,YES
7,GLENEAGLES,GLENEAGLES,,,9,,426.555508898113,,,CCARRELLI,2018-05-10T16:59:00.000Z,YES
8,WESTSYDE,WESTSYDE,,,3,,100.734057607498,,,CCARRELLI,2018-05-10T16:43:05.000Z,YES
9,GLENEAGLES,GLENEAGLES,,,9,,3182.90489339227,,,CCARRELLI,2018-05-10T16:55:00.000Z,NO
10,WESTSYDE,WESTSYDE,,,3,,279.600821141251,,,CCARRELLI,2018-05-10T16:45:45.000Z,YES
11,WESTSYDE,WESTSYDE,,,3,,46.005603328852,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
12,WESTSYDE,WESTSYDE,,,3,,69.188256667525,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
13,WESTSYDE,WESTSYDE,,,3,,36.3608288648014,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
14,WESTSYDE,WESTSYDE,,,3,,15.2730036666527,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
15,WESTSYDE,WESTSYDE,,,3,,45.4918158121022,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
16,WESTSYDE,WESTSYDE,,,3,,57.0642534968541,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
17,WESTSYDE,WESTSYDE,,,3,,22.8594549343761,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
18,WESTSYDE,WESTSYDE,,,3,,156.05117782888,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
19,TRANQUILLE,TRANQUILLE,,,1,,1284.50902505019,CCARRELLI,2018-05-10T16:46:24.000Z,CCARRELLI,2018-05-10T16:47:17.000Z,YES
20,TRANQUILLE,TRANQUILLE,,,1,,507.620412323899,CCARRELLI,2018-05-10T16:46:24.000Z,CCARRELLI,2018-05-10T16:46:24.000Z,YES
21,TRANQUILLE,TRANQUILLE,,,1,,519.751145331901,CCARRELLI,2018-05-10T16:46:24.000Z,CCARRELLI,2018-05-10T16:46:24.000Z,YES
22,TRANQUILLE,TRANQUILLE,,,1,,527.901212666488,CCARRELLI,2018-05-10T16:46:24.000Z,CCARRELLI,2018-05-10T16:46:24.000Z,YES
23,PARKCREST,PARKCREST,,,2,,1440.14511332849,CCARRELLI,2018-05-10T16:46:49.000Z,CCARRELLI,2018-05-10T16:46:49.000Z,NO
24,GLENEAGLES,GLENEAGLES,,,9,,463.653481429175,,,CCARRELLI,2018-05-10T16:57:48.000Z,YES
25,GLENEAGLES,GLENEAGLES,,,9,,1379.01523848908,,,CCARRELLI,2018-05-10T17:02:13.000Z,YES
26,GLENEAGLES,GLENEAGLES,,,9,,1003.10265166316,,,CCARRELLI,2018-05-10T17:02:23.000Z,NO
27,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,289.170936876698,,,CCARRELLI,2018-05-10T16:57:48.000Z,YES
28,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,71.9903628719945,,,CCARRELLI,2018-05-10T16:58:04.000Z,YES
29,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,59.1317617293291,,,CCARRELLI,2018-05-10T16:48:14.000Z,YES
30,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,267.94625659532,,,CCARRELLI,2018-05-10T16:58:04.000Z,YES
31,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,279.572954352709,,,CCARRELLI,2018-05-10T16:45:45.000Z,YES
32,YELLOWHEAD,YELLOWHEAD,,,13,,25.6907139720503,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
33,BATTLE,BATTLE,,,8,,859.673829855235,,,CCARRELLI,2018-05-10T17:11:13.000Z,NO
34,GLENEAGLES,GLENEAGLES,,,9,,1004.52670706532,CCARRELLI,2018-05-10T17:08:26.000Z,CCARRELLI,2018-05-10T17:08:26.000Z,YES
35,GLENEAGLES,GLENEAGLES,,,9,,319.681591387648,CCARRELLI,2018-05-10T17:08:26.000Z,CCARRELLI,2018-05-10T17:08:26.000Z,YES
36,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,170.882862767772,,,CCARRELLI,2018-05-10T17:11:22.000Z,YES
37,CITY LOOP,CITY LOOP,,,6,,159.149357610145,,,CCARRELLI,2018-05-10T17:11:22.000Z,YES
38,CITY LOOP,CITY LOOP,,,6,,1532.30560203186,CCARRELLI,2018-05-10T17:08:38.000Z,CCARRELLI,2018-05-10T17:08:38.000Z,NO
39,BATTLE,BATTLE,,,8,,300.445489530318,CCARRELLI,2018-05-10T17:11:13.000Z,CCARRELLI,2018-05-10T17:11:22.000Z,YES
40,CITY LOOP,CITY LOOP,SUNDAY ROUTING NO HOSPITAL SERVICE,,6,,171.893918568247,,,CCARRELLI,2018-05-10T17:09:13.000Z,YES
41,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,171.893918568247,,,CCARRELLI,2018-05-10T17:09:13.000Z,YES
42,GLENEAGLES,GLENEAGLES,,,9,,171.897177446281,CCARRELLI,2018-05-10T17:09:01.000Z,CCARRELLI,2018-05-10T17:09:13.000Z,YES
43,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,53.33708142929,,,CCARRELLI,2018-05-10T17:11:57.000Z,YES
44,CITY LOOP,CITY LOOP,,,6,,183.961098490904,CCARRELLI,2018-05-10T17:11:45.000Z,CCARRELLI,2018-05-10T17:11:57.000Z,YES
45,DALLAS,DALLAS,,,17,,199.114634732755,,,CCARRELLI,2018-05-10T17:12:12.000Z,YES
46,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,900.466828750191,CCARRELLI,2018-05-10T17:42:02.000Z,CCARRELLI,2018-05-10T17:42:09.000Z,YES
47,DALLAS,DALLAS,,,17,,101.82029057677,,,CCARRELLI,2018-05-10T17:12:23.000Z,YES
48,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.2771902939269,,,CCARRELLI,2018-05-10T17:42:34.000Z,YES
49,,,This is a potential future route.,,,,1573.83425225644,CCARRELLI,2018-05-10T18:25:14.000Z,CCARRELLI,2018-05-10T18:27:21.000Z,NO
50,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.5441297505839,,,CCARRELLI,2018-05-10T17:43:09.000Z,YES
51,BATTLE,BATTLE,,,8,,95.6341689191863,CCARRELLI,2018-05-10T17:13:26.000Z,CCARRELLI,2018-05-10T17:13:32.000Z,NO
52,WESTSYDE,WESTSYDE,,,3,,171.243895604659,,,CCARRELLI,2018-05-10T17:13:51.000Z,YES
53,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,50.8685783980224,,,CCARRELLI,2018-05-10T17:43:09.000Z,YES
54,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,393.989575139907,CCARRELLI,2018-05-10T17:10:49.000Z,CCARRELLI,2018-05-10T17:43:09.000Z,YES
55,DALLAS,DALLAS,,,17,,169.752608612666,,,CCARRELLI,2018-05-10T17:44:42.000Z,YES
56,CITY LOOP,CITY LOOP,,,6,,89.0596640115635,CCARRELLI,2018-05-10T17:10:18.000Z,CCARRELLI,2018-05-10T17:10:18.000Z,NO
57,,,This is a potential future route.,,,,5433.07830770224,CCARRELLI,2018-05-10T18:25:14.000Z,CCARRELLI,2018-05-10T18:27:21.000Z,NO
58,,,This is a potential future route.,,,,1127.47220605187,CCARRELLI,2018-05-10T18:26:14.000Z,CCARRELLI,2018-05-10T18:27:30.000Z,NO
59,CITY LOOP,CITY LOOP,,,6,,230.149276095023,,,CCARRELLI,2018-05-10T17:10:29.000Z,NO
60,GLENEAGLES,GLENEAGLES,,,9,,392.987643323615,CCARRELLI,2018-05-10T17:08:26.000Z,CCARRELLI,2018-05-10T17:10:29.000Z,NO
61,CITY LOOP,CITY LOOP,,,6,,164.757894383262,CCARRELLI,2018-05-10T17:08:38.000Z,CCARRELLI,2018-05-10T17:10:29.000Z,NO
62,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,343.349197082013,CCARRELLI,2018-05-10T17:14:50.000Z,CCARRELLI,2018-05-10T17:44:42.000Z,YES
63,PARKCREST,PARKCREST,,,2,,462.06055530585,CCARRELLI,2018-05-10T16:46:49.000Z,CCARRELLI,2018-05-10T16:47:52.000Z,NO
64,PARKCREST,PARKCREST,,,2,,187.343141636082,CCARRELLI,2018-05-10T16:46:49.000Z,CCARRELLI,2018-05-10T16:46:49.000Z,NO
65,DALLAS,DALLAS,,,17,,626.246090120231,CCARRELLI,2018-05-10T17:12:39.000Z,CCARRELLI,2018-05-10T17:12:39.000Z,NO
66,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,49.5578165804587,,,CCARRELLI,2018-05-10T17:42:34.000Z,YES
67,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,626.246508117893,CCARRELLI,2018-05-10T17:12:46.000Z,CCARRELLI,2018-05-10T17:12:46.000Z,NO
68,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,49.1543952846007,,,CCARRELLI,2018-05-10T17:42:34.000Z,YES
69,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,51.7734843290656,,,CCARRELLI,2018-05-10T17:42:34.000Z,YES
70,CITY LOOP,CITY LOOP,,,6,,202.419654674113,,,CCARRELLI,2018-05-10T17:42:51.000Z,NO
71,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,179.639860601997,CCARRELLI,2018-05-10T17:42:45.000Z,CCARRELLI,2018-05-10T17:42:51.000Z,NO
72,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,47.0703604539258,,,CCARRELLI,2018-05-10T17:43:02.000Z,YES
73,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.7417518652009,,,CCARRELLI,2018-05-10T17:43:09.000Z,YES
74,DALLAS,DALLAS,,,17,,975.804489522749,,,CCARRELLI,2018-05-10T17:13:11.000Z,YES
75,DALLAS,DALLAS,,,17,,115.684212165606,,,CCARRELLI,2018-05-10T17:13:11.000Z,YES
76,DALLAS,DALLAS,,,17,,31.5472099483158,,,CCARRELLI,2018-05-10T17:13:11.000Z,YES
77,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,984.564231877582,CCARRELLI,2018-05-10T17:10:49.000Z,CCARRELLI,2018-05-10T17:13:11.000Z,YES
78,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,323.371152925537,,,CCARRELLI,2018-05-10T16:46:03.000Z,YES
79,DALLAS,DALLAS,,,17,,1186.57053026568,,,CCARRELLI,2018-05-10T16:35:52.000Z,YES
80,PACIFIC WAY,PACIFIC WAY,,,4,,80.260129310785,,,CCARRELLI,2018-05-10T17:03:52.000Z,NO
81,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,3370.98691669913,,,CCARRELLI,2018-05-10T16:35:27.000Z,NO
82,PACIFIC WAY,PACIFIC WAY,,,4,,429.579396870908,,,CCARRELLI,2018-05-10T16:58:45.000Z,YES
83,PACIFIC WAY,PACIFIC WAY,<Null>,,4,,553.182947510544,,,CCARRELLI,2018-05-10T16:59:54.000Z,YES
84,ABERDEEN,CITY CENTRE TO ABERDEEN,<Null>,,7,,550.96125456926,,,CCARRELLI,2018-05-10T16:58:19.000Z,YES
85,GLENEAGLES,GLENEAGLES,<Null>,,9,,553.288476130991,,,CCARRELLI,2018-05-10T16:58:29.000Z,YES
86,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,174.944339024929,,,CCARRELLI,2018-05-10T16:58:04.000Z,YES
87,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,25.4803940764085,,,CCARRELLI,2018-05-10T16:58:04.000Z,YES
88,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,<Null>,,10,,547.307828450251,,,CCARRELLI,2018-05-10T16:57:48.000Z,YES
89,PACIFIC WAY,PACIFIC WAY,,,4,,194.921626051035,,,CCARRELLI,2018-05-10T17:04:14.000Z,YES
90,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.8035525804509,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
91,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,229.893202499624,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
92,PINEVIEW,PINEVIEW,,,5,,170.610836172904,,,CCARRELLI,2018-05-10T17:04:24.000Z,YES
93,PINEVIEW,PINEVIEW,,,5,,445.896468314816,,,CCARRELLI,2018-05-10T17:05:14.000Z,NO
94,PINEVIEW,PINEVIEW,,,5,,144.805598484271,,,CCARRELLI,2018-05-10T17:03:30.000Z,YES
95,PACIFIC WAY,PACIFIC WAY,,,4,,144.80559848417,,,CCARRELLI,2018-05-10T17:03:30.000Z,YES
96,YELLOWHEAD,YELLOWHEAD,,,13,,21008.4304425732,,,CCARRELLI,2018-05-10T16:42:17.000Z,NO
97,WESTSYDE,WESTSYDE,,,3,,146.032288712091,,,CCARRELLI,2018-05-10T16:39:16.000Z,YES
98,WESTSYDE,WESTSYDE,,,3,,150.84929967063,,,CCARRELLI,2018-05-10T16:39:16.000Z,YES
99,WESTSYDE,WESTSYDE,,,3,,56.5643762227259,,,CCARRELLI,2018-05-10T16:39:16.000Z,YES
100,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,268.65520281291,,,CCARRELLI,2018-05-10T16:47:17.000Z,YES
101,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,91.6279967191321,,,CCARRELLI,2018-05-10T16:47:17.000Z,YES
102,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,83.1313894322604,,,CCARRELLI,2018-05-10T16:47:00.000Z,YES
103,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,104.642593535552,,,CCARRELLI,2018-05-10T16:47:17.000Z,YES
104,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,153.08764373524,,,CCARRELLI,2018-05-10T16:47:00.000Z,YES
105,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,51.0229541693747,,,CCARRELLI,2018-05-10T16:47:00.000Z,YES
106,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,114.527271270699,,,CCARRELLI,2018-05-10T16:47:17.000Z,YES
107,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,23.8621494022164,,,CCARRELLI,2018-05-10T16:47:01.000Z,YES
108,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,145.04296406644,,,CCARRELLI,2018-05-10T16:47:17.000Z,YES
109,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,83.0968823982731,,,CCARRELLI,2018-05-10T16:48:06.000Z,YES
110,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,92.9262563924137,,,CCARRELLI,2018-05-10T16:48:06.000Z,YES
111,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,147.081606011317,,,CCARRELLI,2018-05-10T16:47:34.000Z,YES
112,PINEVIEW,PINEVIEW,,,5,,840.330637005625,,,CCARRELLI,2018-05-10T16:59:39.000Z,YES
113,YELLOWHEAD,YELLOWHEAD,,,13,,239.047287914507,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
114,YELLOWHEAD,YELLOWHEAD,,,13,,23.853349910451,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
115,YELLOWHEAD,YELLOWHEAD,,,13,,23.8534762789372,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
116,YELLOWHEAD,YELLOWHEAD,,,13,,41.8537646357936,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
117,YELLOWHEAD,YELLOWHEAD,,,13,,41.8532078995449,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
118,YELLOWHEAD,YELLOWHEAD,,,13,,25.6906157123827,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
119,BATTLE,BATTLE,,,8,,2127.78736743956,,,CCARRELLI,2018-05-10T17:02:04.000Z,NO
120,WESTSYDE,WESTSYDE,,,3,,42.5956149993833,,,CCARRELLI,2018-05-10T16:39:16.000Z,YES
121,WESTSYDE,WESTSYDE,,,3,,126.373222294823,,,CCARRELLI,2018-05-10T16:38:30.000Z,YES
122,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,86.887455240185,,,CCARRELLI,2018-05-10T16:42:29.000Z,YES
123,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,138.13676824176,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
124,WESTSYDE,WESTSYDE,,,3,,81.1429842332414,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
125,WESTSYDE,WESTSYDE,,,3,,133.387879506573,,,CCARRELLI,2018-05-10T16:46:03.000Z,YES
126,WESTSYDE,WESTSYDE,,,3,,526.846225294743,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
127,WESTSYDE,WESTSYDE,,,3,,142.182845481347,,,CCARRELLI,2018-05-10T16:42:49.000Z,YES
128,WESTSYDE,WESTSYDE,,,3,,95.183438057639,,,CCARRELLI,2018-05-10T16:40:05.000Z,YES
129,WESTSYDE,WESTSYDE,,,3,,132.532288758504,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
130,WESTSYDE,WESTSYDE,,,3,,16.5241543017268,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
131,WESTSYDE,WESTSYDE,,,3,,37.3615930782245,,,CCARRELLI,2018-05-10T16:44:35.000Z,YES
132,WESTSYDE,WESTSYDE,,,3,,86.8913645753534,,,CCARRELLI,2018-05-10T16:42:29.000Z,YES
133,WESTSYDE,WESTSYDE,,,3,,53.7615378591553,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
134,WESTSYDE,WESTSYDE,,,3,,84.7360160459942,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
135,WESTSYDE,WESTSYDE,,,3,,284.440017675493,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
136,WESTSYDE,WESTSYDE,,,3,,11.9751042790065,,,CCARRELLI,2018-05-10T16:45:45.000Z,YES
137,WESTSYDE,WESTSYDE,,,3,,49.7799593602424,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
138,WESTSYDE,WESTSYDE,,,3,,42.0652250844844,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
139,WESTSYDE,WESTSYDE,,,3,,20.9074982215701,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
140,WESTSYDE,WESTSYDE,,,3,,213.860182926859,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
141,WESTSYDE,WESTSYDE,,,3,,34.6915443510321,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
142,WESTSYDE,WESTSYDE,,,3,,44.4501959410638,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
143,WESTSYDE,WESTSYDE,,,3,,45.9512353072282,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
144,WESTSYDE,WESTSYDE,,,3,,19.349988902082,,,CCARRELLI,2018-05-10T16:40:05.000Z,YES
145,WESTSYDE,WESTSYDE,,,3,,86.2727612478601,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
146,WESTSYDE,WESTSYDE,,,3,,262.74528922567,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
147,WESTSYDE,WESTSYDE,,,3,,94.4756708292612,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
148,WESTSYDE,WESTSYDE,,,3,,79.0189287721688,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
149,WESTSYDE,WESTSYDE,,,3,,61.0828836000942,,,CCARRELLI,2018-05-10T16:46:03.000Z,YES
150,WESTSYDE,WESTSYDE,,,3,,103.123670940028,,,CCARRELLI,2018-05-10T16:42:49.000Z,YES
151,WESTSYDE,WESTSYDE,,,3,,65.5696454478192,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
152,WESTSYDE,WESTSYDE,,,3,,85.8380326496417,,,CCARRELLI,2018-05-10T16:42:49.000Z,YES
153,WESTSYDE,WESTSYDE,,,3,,100.3080845766,,,CCARRELLI,2018-05-10T16:43:15.000Z,YES
154,WESTSYDE,WESTSYDE,,,3,,150.253385422611,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
155,WESTSYDE,WESTSYDE,,,3,,108.729650867078,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
156,WESTSYDE,WESTSYDE,,,3,,162.503127972459,,,CCARRELLI,2018-05-10T16:46:03.000Z,YES
157,WESTSYDE,WESTSYDE,,,3,,363.404709548619,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
158,WESTSYDE,WESTSYDE,,,3,,97.2162164062506,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
159,WESTSYDE,WESTSYDE,,,3,,244.061324479218,,,CCARRELLI,2018-05-10T16:38:30.000Z,YES
160,WESTSYDE,WESTSYDE,,,3,,157.396307001403,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
161,WESTSYDE,WESTSYDE,,,3,,38.2557501362725,,,CCARRELLI,2018-05-10T16:44:35.000Z,YES
162,WESTSYDE,WESTSYDE,,,3,,113.258986879723,,,CCARRELLI,2018-05-10T16:39:49.000Z,YES
163,WESTSYDE,WESTSYDE,,,3,,56.6486889147637,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
164,WESTSYDE,WESTSYDE,,,3,,208.273361765262,,,CCARRELLI,2018-05-10T16:38:30.000Z,YES
165,WESTSYDE,WESTSYDE,,,3,,63.3949406212205,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
166,WESTSYDE,WESTSYDE,,,3,,78.9549676421932,,,CCARRELLI,2018-05-10T16:42:36.000Z,YES
167,WESTSYDE,WESTSYDE,,,3,,553.918582565967,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
168,WESTSYDE,WESTSYDE,,,3,,85.0318268842027,,,CCARRELLI,2018-05-10T16:40:05.000Z,YES
169,WESTSYDE,WESTSYDE,,,3,,37.4057791761294,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
170,WESTSYDE,WESTSYDE,,,3,,32.9554778550091,,,CCARRELLI,2018-05-10T16:46:03.000Z,YES
171,WESTSYDE,WESTSYDE,,,3,,43.4634811354576,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
172,WESTSYDE,WESTSYDE,,,3,,99.6985027332751,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
173,WESTSYDE,WESTSYDE,,,3,,116.462139295959,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
174,WESTSYDE,WESTSYDE,,,3,,85.8595830081187,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
175,YELLOWHEAD,YELLOWHEAD,,,13,,585.667187096058,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
176,WESTSYDE,WESTSYDE,,,3,,29.3831439914334,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
177,WESTSYDE,WESTSYDE,,,3,,33.3642810752207,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
178,WESTSYDE,WESTSYDE,,,3,,196.496175678868,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
179,WESTSYDE,WESTSYDE,,,3,,79.1648019838426,,,CCARRELLI,2018-05-10T16:45:14.000Z,YES
180,WESTSYDE,WESTSYDE,,,3,,87.1884279317769,,,CCARRELLI,2018-05-10T16:39:16.000Z,YES
181,WESTSYDE,WESTSYDE,,,3,,120.544282017176,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
182,WESTSYDE,WESTSYDE,,,3,,56.848287644372,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
183,WESTSYDE,WESTSYDE,,,3,,122.076392218965,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
184,WESTSYDE,WESTSYDE,,,3,,101.920137149889,,,CCARRELLI,2018-05-10T16:42:49.000Z,YES
185,WESTSYDE,WESTSYDE,,,3,,122.917673978495,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
186,WESTSYDE,WESTSYDE,,,3,,9.65042835606316,,,CCARRELLI,2018-05-10T16:39:28.000Z,YES
187,WESTSYDE,WESTSYDE,,,3,,185.694112164678,,,CCARRELLI,2018-05-10T16:40:05.000Z,YES
188,WESTSYDE,WESTSYDE,,,3,,55.5235750452909,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
189,WESTSYDE,WESTSYDE,,,3,,238.326342738151,,,CCARRELLI,2018-05-10T16:39:49.000Z,YES
190,WESTSYDE,WESTSYDE,,,3,,117.882662781984,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
191,WESTSYDE,WESTSYDE,,,3,,116.232746910455,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
192,WESTSYDE,WESTSYDE,,,3,,49.2129111357175,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
193,WESTSYDE,WESTSYDE,,,3,,92.6374093159108,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
194,WESTSYDE,WESTSYDE,,,3,,61.8465582331052,,,CCARRELLI,2018-05-10T16:38:56.000Z,YES
195,WESTSYDE,WESTSYDE,,,3,,96.2749299920533,,,CCARRELLI,2018-05-10T16:38:42.000Z,YES
196,WESTSYDE,WESTSYDE,,,3,,58.4662860601534,,,CCARRELLI,2018-05-10T16:45:24.000Z,YES
197,YELLOWHEAD,YELLOWHEAD,,,13,,6.52775227736278,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
198,YELLOWHEAD,YELLOWHEAD,,,13,,6.52774052539616,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
199,YELLOWHEAD,YELLOWHEAD,,,13,,9.02653405890581,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
200,YELLOWHEAD,YELLOWHEAD,,,13,,9.02654588805846,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
201,YELLOWHEAD,YELLOWHEAD,,,13,,7.01668749959055,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
202,YELLOWHEAD,YELLOWHEAD,,,13,,7.01666362238161,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
203,YELLOWHEAD,YELLOWHEAD,,,13,,49.093435836007,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
204,YELLOWHEAD,YELLOWHEAD,,,13,,49.0939306413093,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
205,YELLOWHEAD,YELLOWHEAD,,,13,,10.3150487798954,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
206,YELLOWHEAD,YELLOWHEAD,,,13,,10.3140520632533,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
207,YELLOWHEAD,YELLOWHEAD,,,13,,23.2316525239126,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
