OBJECTID,ALTERNATE,ROUTENAME,COMMENTS,ALTERNATEFREQUENCYCOMMENT,ROUTENO,BUSROUTE,SHAPE_Length,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,FREQUENTNETWORKFLAG
208,YELLOWHEAD,YELLOWHEAD,,,13,,23.23490737886,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
209,YELLOWHEAD,YELLOWHEAD,,,13,,6.15502708292126,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
210,YELLOWHEAD,YELLOWHEAD,,,13,,10.9147459797699,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
211,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,239.047287914507,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
212,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,1.29620497510098,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
213,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,638.592727775087,,,CCARRELLI,2018-05-10T16:44:51.000Z,YES
214,PACIFIC WAY,PACIFIC WAY,,,4,,358.037100147166,,,CCARRELLI,2018-05-10T17:01:23.000Z,NO
215,PACIFIC WAY,PACIFIC WAY,,,4,,550.425163932577,,,CCARRELLI,2018-05-10T17:02:33.000Z,NO
216,PACIFIC WAY,PACIFIC WAY,,,4,,165.400865998172,,,CCARRELLI,2018-05-10T17:02:23.000Z,NO
217,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,455.300924201237,,,CCARRELLI,2018-05-10T16:57:36.000Z,YES
218,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,247.259301581008,,,CCARRELLI,2018-05-10T16:57:36.000Z,YES
219,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,93.7638079456831,,,CCARRELLI,2018-05-10T16:54:43.000Z,YES
220,DALLAS,DALLAS,,,17,,272.118150674016,CCARRELLI,2018-05-10T16:35:15.000Z,CCARRELLI,2018-05-10T16:35:15.000Z,NO
221,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,753.90448461749,CCARRELLI,2018-05-10T16:41:26.000Z,CCARRELLI,2018-05-10T16:44:51.000Z,YES
222,YELLOWHEAD,YELLOWHEAD,,,13,,577.467055402764,CCARRELLI,2018-05-10T16:42:17.000Z,CCARRELLI,2018-05-10T16:44:51.000Z,YES
223,YELLOWHEAD,YELLOWHEAD,,,13,,529.785403666839,CCARRELLI,2018-05-10T16:43:54.000Z,CCARRELLI,2018-05-10T16:44:51.000Z,YES
224,YELLOWHEAD,YELLOWHEAD,,,13,,242.188621409396,CCARRELLI,2018-05-10T16:44:06.000Z,CCARRELLI,2018-05-10T16:44:06.000Z,NO
225,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,242.1886214092,CCARRELLI,2018-05-10T16:44:21.000Z,CCARRELLI,2018-05-10T16:44:21.000Z,NO
226,TRANQUILLE,TRANQUILLE,,,1,,463.161893487166,CCARRELLI,2018-05-10T16:46:24.000Z,CCARRELLI,2018-05-10T16:46:37.000Z,NO
227,TRANQUILLE,TRANQUILLE,,,1,,1212.48559236091,CCARRELLI,2018-05-10T16:46:24.000Z,CCARRELLI,2018-05-10T16:46:24.000Z,YES
228,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,170.546069313573,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
229,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,148.975742069224,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
230,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,511.569470186787,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
231,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,156.212226754024,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
232,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,107.903759544915,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
233,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,85.7558671553034,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
234,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,51.9535662634011,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
235,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,75.7836832051241,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
236,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,51.5525531347542,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
237,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,24.7406821857069,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
238,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,102.30494449493,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
239,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,48.7353917585389,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
240,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,28.3484338266204,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
241,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,40.2955944938141,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
242,ABERDEEN,CITY CENTRE TO ABERDEEN,BATTLE,,7,,300.387946062854,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
243,CITY LOOP,CITY LOOP,,,6,,1349.62091269059,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
244,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,30.9093942183265,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
245,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,81.3486982983956,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
246,WESTSYDE,WESTSYDE,,,3,,89.1591205241712,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
247,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,509.810583485613,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
248,WESTSYDE,WESTSYDE,,,3,,27.9992127019598,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
249,WESTSYDE,WESTSYDE,,,3,,97.7467761129983,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
250,WESTSYDE,WESTSYDE,,,3,,105.636564984744,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
251,CITY LOOP,CITY LOOP,,,6,,700.673809647444,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
252,WESTSYDE,WESTSYDE,,,3,,104.56302265831,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
253,WESTSYDE,WESTSYDE,,,3,,37.1995972955203,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
254,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,142.587746486688,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
255,WESTSYDE,WESTSYDE,,,3,,119.209749708639,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
256,WESTSYDE,WESTSYDE,,,3,,12.0882752657163,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
257,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,72.7824919891401,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
258,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,112.21646288547,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
259,PARKCREST,PARKCREST,,,2,,107.905427822976,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
260,WESTSYDE,WESTSYDE,,,3,,92.6727769629451,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
261,WESTSYDE,WESTSYDE,,,3,,57.3182976321662,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
262,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,272.673255950626,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
263,WESTSYDE,WESTSYDE,,,3,,103.189906320694,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
264,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,155.377140581848,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
265,WESTSYDE,WESTSYDE,,,3,,125.331880541357,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
266,WESTSYDE,WESTSYDE,,,3,,56.2967451838668,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
267,WESTSYDE,WESTSYDE,,,3,,21.9120160606335,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
268,WESTSYDE,WESTSYDE,,,3,,170.723366529812,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
269,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,179.158128045099,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
270,WESTSYDE,WESTSYDE,,,3,,7.83984827956831,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
271,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,304.879868091448,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
272,WESTSYDE,WESTSYDE,,,3,,42.6043949868985,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
273,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,119.204943982292,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
274,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,22.9828608351299,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
275,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,105.634690149829,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
276,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,80.2615485229582,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
277,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,69.1869448400983,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
278,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,160.149594162168,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
279,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,28.3087749277905,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
280,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,424.763539174059,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
281,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,115.918111746495,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
282,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,707.428628868331,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
283,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,63.815583109959,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
284,PACIFIC WAY,PACIFIC WAY,,,4,,1739.3034280084,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
285,PACIFIC WAY,PACIFIC WAY,,,4,,703.043916762234,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
286,PACIFIC WAY,PACIFIC WAY,,,4,,164.161263788347,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
287,PACIFIC WAY,PACIFIC WAY,,,4,,138.319187525016,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
288,PACIFIC WAY,PACIFIC WAY,,,4,,303.204909212616,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
289,PACIFIC WAY,PACIFIC WAY,,,4,,679.866969173739,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
290,PACIFIC WAY,PACIFIC WAY,,,4,,83.8526958240086,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
291,WESTSYDE,WESTSYDE,,,3,,12.3220341316909,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
292,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,198.942435699032,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
293,WESTSYDE,WESTSYDE,,,3,,87.4321843365348,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
294,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,92.7033654995947,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
295,WESTSYDE,WESTSYDE,,,3,,22.9853192093412,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
296,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,4049.65263349575,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
297,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,131.458553005717,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
298,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,27.804668229017,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
299,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,155.517393318733,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
300,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,67.3212294957278,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
301,GLENEAGLES,GLENEAGLES,,,9,,234.181685251196,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
302,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,25.5678552163253,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
303,WESTSYDE,WESTSYDE,,,3,,60.185716018454,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
304,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,173.89126569721,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
305,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,218.708379522648,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
306,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,78.8297352283821,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
307,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,78.2141624368102,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
308,JUNIPER RIDGE,JUNIPER RIDGE,,,16,,215.679181514349,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
309,WESTSYDE,WESTSYDE,,,3,,73.6519312303801,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
310,WESTSYDE,WESTSYDE,,,3,,75.1082363391192,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
311,WESTSYDE,WESTSYDE,,,3,,12.1540197882468,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
312,BATCHELOR HILLS,BATCHELOR HILLS,,,14,,93.7783949781484,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
313,WESTSYDE,WESTSYDE,,,3,,150.143600926209,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
314,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,421.19780294061,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
315,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,388.558021007429,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
316,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,819.912331322665,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
317,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,336.334021360662,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
318,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,524.668507098923,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
319,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,341.42697390073,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
320,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,49.1215484984595,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
321,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,118.887815100252,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
322,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,118.573574572035,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
323,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,44.6321812230076,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
324,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,117.46656584685,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
325,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,77.2821686974853,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
326,GLENEAGLES,GLENEAGLES,,,9,,169.680953595807,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
327,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,948.73536882048,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
328,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,759.781824640383,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
329,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,717.863263570886,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
330,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,124.765015692291,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
331,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,32.8521434100863,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
332,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,945.153382541921,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
333,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,66.5210652063205,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
334,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,139.648018382934,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
335,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,93.1084759572067,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
336,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,104.10063973183,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
337,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,82.9258590036073,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
338,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,309.395673524439,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
339,NORTH SHORE TRU EXP,NORTH SHORE TRU EXPRESS,,,10,,381.006453509862,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
340,YELLOWHEAD,YELLOWHEAD,,,13,,11.094172844843,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
341,YELLOWHEAD,YELLOWHEAD,,,13,,64.8884907687332,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
342,YELLOWHEAD,YELLOWHEAD,,,13,,296.809616713624,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
343,YELLOWHEAD,YELLOWHEAD,,,13,,22.4609513803869,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
344,YELLOWHEAD,YELLOWHEAD,,,13,,61.1994154327603,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
345,YELLOWHEAD,YELLOWHEAD,,,13,,54.83602452455,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
346,YELLOWHEAD,YELLOWHEAD,,,13,,226.335180556798,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
347,YELLOWHEAD,YELLOWHEAD,,,13,,226.383872131149,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
348,YELLOWHEAD,YELLOWHEAD,,,13,,201.287648061959,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
349,YELLOWHEAD,YELLOWHEAD,,,13,,397.292431711793,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
350,YELLOWHEAD,YELLOWHEAD,,,13,,61.5089439092002,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
351,YELLOWHEAD,YELLOWHEAD,,,13,,255.366444894364,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
352,YELLOWHEAD,YELLOWHEAD,,,13,,76.6061055196358,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
353,YELLOWHEAD,YELLOWHEAD,,,13,,152.557371123309,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
354,YELLOWHEAD,YELLOWHEAD,,,13,,141.01460844191,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
355,YELLOWHEAD,YELLOWHEAD,,,13,,178.827519220868,,,CCARRELLI,2018-05-10T16:32:53.000Z,NO
356,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,13.1131685665531,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
357,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,11.9179857251881,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
358,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,427.880855856201,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
359,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.8106820917677,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
360,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,164.295322402916,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
361,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,77.140034086983,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
362,GLENEAGLES,GLENEAGLES,,,9,,644.595381704862,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
363,GLENEAGLES,GLENEAGLES,,,9,,389.360684632114,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
364,GLENEAGLES,GLENEAGLES,,,9,,12.4916873555779,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
365,GLENEAGLES,GLENEAGLES,,,9,,251.633425384331,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
366,PACIFIC WAY,PACIFIC WAY,,,4,,331.735280634568,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
367,PINEVIEW,PINEVIEW,,,5,,87.6170063305891,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
368,PINEVIEW,PINEVIEW,,,5,,186.177314059938,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
369,PINEVIEW,PINEVIEW,,,5,,50.1229065769776,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
370,PINEVIEW,PINEVIEW,,,5,,53.8822223721667,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
371,PINEVIEW,PINEVIEW,,,5,,268.812550256748,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
372,PINEVIEW,PINEVIEW,,,5,,40.2607926664918,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
373,PINEVIEW,PINEVIEW,,,5,,171.004478833651,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
374,PINEVIEW,PINEVIEW,,,5,,103.06886960258,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
375,PINEVIEW,PINEVIEW,,,5,,185.056921676726,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
376,PINEVIEW,PINEVIEW,,,5,,335.906639163333,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
377,PINEVIEW,PINEVIEW,,,5,,72.2122452309272,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
378,PINEVIEW,PINEVIEW,,,5,,150.251445202096,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
379,PINEVIEW,PINEVIEW,,,5,,410.992390838633,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
380,PINEVIEW,PINEVIEW,,,5,,345.58833627037,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
381,PINEVIEW,PINEVIEW,,,5,,104.612615681433,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
382,PINEVIEW,PINEVIEW,,,5,,44.7633589690383,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
383,PINEVIEW,PINEVIEW,,,5,,501.283561728373,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
384,PINEVIEW,PINEVIEW,,,5,,87.3543134619957,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
385,PINEVIEW,PINEVIEW,,,5,,123.391334793355,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
386,PINEVIEW,PINEVIEW,,,5,,144.850169932982,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
387,PINEVIEW,PINEVIEW,,,5,,28.5003731569712,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
388,PINEVIEW,PINEVIEW,,,5,,97.6467546762871,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
389,PINEVIEW,PINEVIEW,,,5,,36.2812176317906,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
390,PINEVIEW,PINEVIEW,,,5,,40.5470780156359,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
391,PINEVIEW,PINEVIEW,,,5,,172.679535293674,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
392,PINEVIEW,PINEVIEW,,,5,,366.347009962093,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
393,PINEVIEW,PINEVIEW,,,5,,62.3600635444565,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
394,PINEVIEW,PINEVIEW,,,5,,139.355964594539,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
395,PINEVIEW,PINEVIEW,,,5,,77.140034086983,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
396,PINEVIEW,PINEVIEW,,,5,,91.6010006720141,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
397,PINEVIEW,PINEVIEW,,,5,,63.3856797166137,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
398,PINEVIEW,PINEVIEW,VERSATILE,,5,,70.2334833612344,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
399,PINEVIEW,PINEVIEW,VERSATILE,,5,,85.2269475855075,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
400,PINEVIEW,PINEVIEW,VERSATILE,,5,,51.1544998283857,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
401,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,74.3119812743782,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
402,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,60.6374457129969,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
403,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,48.5337949900491,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
404,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,163.706785609384,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
405,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,216.332956737981,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
406,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,198.86925190342,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
407,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,251.862209218029,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
408,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,47.7358247588744,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
409,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,184.37401967396,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
410,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,26.8039703473658,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
411,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,73.5511547622128,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
412,ABERDEEN,CITY CENTRE TO ABERDEEN,,,7,,102.709333822057,,,CCARRELLI,2018-05-10T16:32:52.000Z,NO
